"","score","pvalue_low","pvalue_high"
"MEIS1",1.38223967902507,0.981,0.019
"MEIS2",0.226535512993235,0.676,0.324
"MEIS3",-0.445210313316481,0.202,0.798
"NFKB1",-0.341666157909957,0.295,0.705
"NFKB2",0.169851262165553,0.694,0.306
"PKNOX2",0.197228649726857,0.633,0.367
"POU2F1",0.29829542406031,0.735,0.265
"POU6F2",0.892320107804253,0.9,0.1
"PROX1",0.674854686932094,0.845,0.155
"RFX2",-0.180231962786474,0.328,0.672
"SMAD3",0.788996922737226,0.854,0.146
"RUNX2",0.733128315684512,0.825,0.175
"MGA",0.437073538642599,0.752,0.248
"TBX19",0.169383887298914,0.658,0.342
"BHLHE40",0.357560323811138,0.735,0.265
"CLOCK",1.23351378207143,0.929,0.071
"HEY1",0.326204093164972,0.759,0.241
"MAX",-1.18951327631402,0.03,0.97
"MNT",-1.4220780487723,0.03,0.97
"OLIG1",0.383394757118473,0.734,0.266
"ATF7",1.08905284190869,0.873,0.127
"CEBPB",-0.154298566838705,0.369,0.631
"CEBPG",-1.71835433892308,0.049,0.951
"CREB3L1",0.619724594058421,0.83,0.17
"TEF",-0.146613248614879,0.372,0.628
"XBP1",0.285345886910257,0.722,0.278
"FOXO6",1.08274521763848,0.923,0.077
"RXRB",-0.111322734860095,0.394,0.606
"RXRG",0.154097364259338,0.616,0.384
"TP53",0.138550453942057,0.627,0.373
"GMEB2",-1.40686212536323,0.033,0.967
"MTF1",0.194375953088541,0.599,0.401
"ELK1",-0.135455267078125,0.336,0.664
"HMBOX1",1.53489053233389,0.967,0.033
"FOXK1",-0.594212897712701,0.202,0.798
"HIF1A",0.578713072323686,0.821,0.179
"NEUROD1",1.19485158663794,0.977,0.023
"NFIC",0.0703198744035453,0.572,0.428
"NFYA",0.253447195017749,0.696,0.304
"NR2F2",1.06562500081614,0.898,0.102
"PAX5",0.669535753307487,0.919,0.081
"PBX3",1.53040509798113,0.999,0.001
"RBPJ",-0.457443076104488,0.228,0.772
"RELB",0.27403919216777,0.751,0.249
"SIX2",-0.201654601491216,0.349,0.651
"SOX13",0.785771980069579,0.884,0.116
"TFDP1",-0.205419696030892,0.369,0.631
"ZBTB7A",0.0159659596898028,0.52,0.48
"ZEB1",0.783923583900735,0.874,0.126
"ZNF24",-1.09967743118438,0.094,0.906
"ZNF384",-0.216671242910229,0.305,0.695
"ZNF282",-1.48058542005296,0.025,0.975
"RORB",2.18930031186605,0.995,0.005
"RORC",-1.4198141363805,0.004,0.996
"TFE3",-0.207003231367545,0.304,0.696
"VDR",-0.13257771864826,0.376,0.624
"IRF3",-0.0930935092446744,0.394,0.606
"ARNT2",0.046940231697887,0.564,0.436
"ATF6",0.139049715115018,0.625,0.375
"BACH2",-0.471310537583038,0.256,0.744
"CREB3L4",0.36467016331896,0.751,0.249
"ELF2",0.395962481565906,0.73,0.27
"ETS2",-0.575563966143315,0.267,0.733
"FOXN3",0.397289747284696,0.763,0.237
"HES6",-0.290187066908445,0.258,0.742
"IRF6",0.0437725482714494,0.525,0.475
"KLF10",0.689147551132706,0.858,0.142
"KLF11",-0.623769814411075,0.192,0.808
"KLF2",0.0530866402029402,0.532,0.468
"KLF3",1.11242540304235,0.914,0.086
"KLF6",-0.0610529270022836,0.425,0.575
"MAF",0.268245668151434,0.706,0.294
"MAFA",-0.0307124822436349,0.457,0.543
"MAZ",-0.267041487181645,0.286,0.714
"MSANTD3",-0.483200934020172,0.247,0.753
"NR1D1",-0.0664922103955616,0.415,0.585
"NR1D2",-0.720464944689444,0.173,0.827
"NR2C1",-0.140967773189461,0.409,0.591
"NR6A1",1.20951896680041,0.961,0.039
"OVOL2",0.191849106168385,0.698,0.302
"PLAGL2",-0.143168633282483,0.394,0.606
"PPARD",0.271818786108972,0.698,0.302
"RFX7",1.47156243764161,0.977,0.023
"SMAD5",-0.748422250865292,0.165,0.835
"SOX12",-0.209982451932898,0.336,0.664
"TFAP2E",-1.19244806717442,0.027,0.973
"THAP11",0.26541921821368,0.701,0.299
"THRB",1.23406000992055,0.923,0.077
"VEZF1",-0.380423885215694,0.279,0.721
"ZBTB26",-0.353099227686085,0.273,0.727
"ZBTB6",0.287679054530682,0.622,0.378
"ZKSCAN1",-0.704473532505209,0.135,0.865
"ZNF135",0.592569272858724,0.789,0.211
"ZNF136",-1.11928324541981,0.078,0.922
"ZNF140",-0.00602421137373643,0.429,0.571
"ZNF274",-1.45535658884637,0.009,0.991
"ZNF317",-1.38146872450183,0.026,0.974
"ZNF382",0.0770147451781256,0.578,0.422
"ZNF460",-0.390950249627614,0.267,0.733
"ZNF528",-1.09220759764191,0.087,0.913
"ZNF682",0.0626822956527791,0.585,0.415
"ZNF684",0.717591207785553,0.822,0.178
"ZNF75D",-0.155343838785956,0.378,0.622
"ZSCAN29",-0.130535259580438,0.388,0.612
"ASCL1",0.229241401018947,0.64,0.36
"ATF3",0.433000579073731,0.789,0.211
"BCL6",0.948340234781918,0.924,0.076
"E2F3",1.19264702563955,0.917,0.083
"E2F4",-0.0332802567774047,0.474,0.526
"HES1",1.31072956030293,0.97,0.03
"NRL",0.265038835104986,0.662,0.338
"SOX4",-0.139957173442464,0.375,0.625
"SP1",-0.0261973599738387,0.462,0.538
"SP2",0.00577894564360465,0.489,0.511
"SP3",-0.238100767753101,0.355,0.645
"TCFL5",0.23221141659905,0.69,0.31
"ZNF740",-0.695826831247352,0.098,0.902
"ATF2",-0.355509523305884,0.297,0.703
"BACH1",-0.377167919481907,0.285,0.715
"NFYC",0.539786492382304,0.809,0.191
"PRDM4",-0.657647925612729,0.179,0.821
"ZBTB14",-0.262036079726092,0.286,0.714
"ZKSCAN5",-0.412687796388023,0.236,0.764
"ZNF148",1.05578206262321,0.91,0.09
"ZNF16",-0.333291439120528,0.295,0.705
"ZNF341",-0.22856489912815,0.342,0.658
"ZNF449",-0.115015388835584,0.407,0.593
"ZNF652",-0.726171341622825,0.134,0.866
"ATF4",-0.0747928349655431,0.417,0.583
"BATF3",0.173992425084714,0.638,0.362
"CEBPD",-0.240451286816866,0.29,0.71
"CREB1",1.28031371961565,0.963,0.037
"E2F6",0.0779114155639796,0.569,0.431
"EGR1",0.261043278629522,0.677,0.323
"EHF",-0.128431879990098,0.419,0.581
"ELF1",0.629204618464023,0.857,0.143
"ELF3",-0.296164316102737,0.265,0.735
"ESRRA",0.23434598707683,0.683,0.317
"ETV1",1.10228073882444,0.921,0.079
"ETV5",0.399673564847456,0.741,0.259
"FOSL1",0.0234458382304918,0.527,0.473
"FOXA2",0.0405216998760225,0.51,0.49
"FOXK2",-1.3718458911295,0.003,0.997
"FOXP1",0.760424643982932,0.842,0.158
"GABPA",-0.0711304140987994,0.428,0.572
"HLF",-0.914193853722862,0.129,0.871
"HNF4A",0.0665700950088334,0.593,0.407
"HNF4G",1.59365113961634,0.95,0.05
"JUNB",0.0154699722876154,0.496,0.504
"JUND",-0.470648218122762,0.163,0.837
"KLF4",-0.107745831142431,0.407,0.593
"KLF9",0.159072909351663,0.65,0.35
"MAFF",-0.0176854540992098,0.475,0.525
"MAFG",-1.25576808523145,0.04,0.96
"MAFK",-1.19003934466525,0.046,0.954
"MEF2A",0.924250119096127,0.885,0.115
"MITF",0.797978091252655,0.852,0.148
"MXI1",0.857197399822105,0.89,0.11
"MZF1",0.277321851725974,0.683,0.317
"NFE2L1",-0.7146258305166,0.112,0.888
"NFIL3",0.613327682227113,0.797,0.203
"NFYB",-0.255856268200333,0.308,0.692
"NR4A1",0.48275556532752,0.797,0.203
"PBX2",0.19421720754328,0.682,0.318
"PKNOX1",0.163084764935417,0.657,0.343
"RFX1",0.216481684243786,0.64,0.36
"RFX3",1.37436940048051,0.968,0.032
"SCRT1",-0.0199376383463376,0.457,0.543
"TCF3",0.137727696363995,0.627,0.373
"TCF4",1.59745794873498,0.996,0.004
"TCF7",-1.0221293207084,0.108,0.892
"TEAD1",1.58235546082482,0.996,0.004
"TEAD4",0.0107941597407326,0.498,0.502
"USF1",-1.94570350397665,0.008,0.992
"USF2",-1.08436131682676,0.074,0.926
"YY2",-1.09012578492923,0.086,0.914
"ZNF263",0.222542026755681,0.586,0.414
"CREM",0.274314939447003,0.623,0.377
