"","score","pvalue_low","pvalue_high"
"NR6A1",0.54398167999407,0.864,0.136
"OVOL2",-1.23275714035942,0.067,0.933
"PLAGL2",-1.2369756433552,0.1,0.9
"PPARD",10,10,10
"RFX7",-0.933539317843751,0.085,0.915
"SMAD5",-1.28957631240171,0.04,0.96
"SOX12",0.689156023727257,0.88,0.12
"TFAP2E",0.00306167919872786,0.537,0.463
"THAP11",1.00996704499457,0.981,0.019
"THRB",0.0608303694239066,0.575,0.425
"VEZF1",-0.840987877784979,0.196,0.804
"ZBTB26",-0.740749787019715,0.158,0.842
"ZBTB6",0.000569762577060329,0.499,0.501
"ZKSCAN1",0.376302480260692,0.74,0.26
"ZNF135",0.145533351269228,0.685,0.315
"ZNF136",-0.31593501923096,0.32,0.68
"ZNF140",10,10,10
"ZNF274",-0.0158600348451787,0.509,0.491
"ZNF317",-0.134122200749191,0.418,0.582
"ZNF382",-0.169271476935925,0.365,0.635
"ZNF460",-0.796670174689638,0.188,0.812
"ZNF528",-0.938952133620928,0.12,0.88
"ZNF682",-1.82599322235444,0.006,0.994
"ZNF684",0.431531453640628,0.847,0.153
"ZNF75D",-1.32678068480789,0.062,0.938
"ZSCAN29",0.111350617116468,0.571,0.429
"ASCL1",1.33703618399567,0.982,0.018
"ATF3",0.25756033746797,0.74,0.26
"BCL6",0.691771437778959,0.85,0.15
"E2F3",-1.07931790050352,0.083,0.917
"E2F4",0.229796892476387,0.695,0.305
"HES1",0.763347094347677,0.889,0.111
"NRL",0.381429417581659,0.7,0.3
"SOX4",0.662863214173044,0.959,0.041
"SP1",-0.255450028764709,0.325,0.675
"SP2",-0.386519840762483,0.298,0.702
"SP3",-1.54550327616112,0.001,0.999
"TCFL5",-0.12140028091866,0.374,0.626
"ZNF740",10,10,10
"ATF2",-1.61239601632381,0.002,0.998
"BACH1",-1.54625181119215,0.013,0.987
"NFYC",-0.0928250441054422,0.381,0.619
"PRDM4",-0.431302277698971,0.286,0.714
"ZBTB14",10,10,10
"ZKSCAN5",0.0824973737572596,0.583,0.417
"ZNF148",0.0774842269505431,0.593,0.407
"ZNF16",-0.056397142548347,0.424,0.576
"ZNF341",-0.307713744832104,0.195,0.805
"ZNF449",-0.480163833218546,0.268,0.732
"ZNF652",-0.201984710287363,0.366,0.634
"ATF4",0.440823477523247,0.797,0.203
"BATF3",0.166350842543984,0.672,0.328
"CEBPD",0.879023252257869,0.933,0.067
"CREB1",-0.187974154125549,0.275,0.725
"E2F6",-0.828540518086778,0.185,0.815
"EGR1",0.444257551330737,0.828,0.172
"EHF",-0.675200373481652,0.184,0.816
"ELF1",0.339832483946264,0.761,0.239
"ELF3",1.07013052727966,0.969,0.031
"ESRRA",0.669201103997368,0.84,0.16
"ETV1",0.203078212209868,0.724,0.276
"ETV5",-0.416944981841699,0.283,0.717
"FOSL1",1.14399283500357,0.937,0.063
"FOXA2",0.731335262266918,0.852,0.148
"FOXK2",0.128523326971223,0.642,0.358
"FOXP1",0.512308232261729,0.92,0.08
"GABPA",-2.20441700731027,0,1
"HLF",-0.418832407591153,0.258,0.742
"HNF4A",10,10,10
"HNF4G",0.0501358555594563,0.545,0.455
"JUNB",0.971329921620946,0.997,0.003
"JUND",0.202056026419424,0.709,0.291
"KLF4",0.447655059395574,0.821,0.179
"KLF9",-0.643886993482703,0.172,0.828
"MAFF",0.131762938836742,0.632,0.368
"MAFG",0.0619774629616324,0.591,0.409
"MAFK",-0.0638974804387969,0.467,0.533
"MEF2A",0.180898938398783,0.696,0.304
"MITF",-0.00734871118824979,0.488,0.512
"MXI1",0.103094207274726,0.606,0.394
"MZF1",0.605165976250745,0.81,0.19
"NFE2L1",1.0956567726409,0.979,0.021
"NFIL3",-0.0127953753184502,0.501,0.499
"NFYB",0.0513564825315375,0.536,0.464
"NR4A1",0.979384556185984,0.928,0.072
"PBX2",0.845814361492778,0.942,0.058
"PKNOX1",0.144964129359587,0.613,0.387
"RFX1",-0.169384030215014,0.355,0.645
"RFX3",0.153748044700962,0.646,0.354
"SCRT1",0.581261859799152,0.873,0.127
"TCF3",-0.807811731791138,0.1,0.9
"TCF4",0.0513997373465444,0.553,0.447
"TCF7",0.100512927187335,0.626,0.374
"TEAD1",-0.0447760654424256,0.396,0.604
"TEAD4",0.737551506147132,0.836,0.164
"USF1",0.304198676380026,0.763,0.237
"USF2",0.347431369898083,0.785,0.215
"YY2",-0.521638321029919,0.25,0.75
"ZNF263",0.238909088284238,0.658,0.342
"CREM",0.00250831561745174,0.483,0.517
