"","score","pvalue_low","pvalue_high"
"HEY1",10,10,10
"MAX",1.71052295221723,0.956,0.044
"MNT",10,10,10
"OLIG1",-0.229982107870955,0.3,0.7
"ATF7",-1.0369070800503,0.099,0.901
"CEBPB",-0.127398356794181,0.344,0.656
"CEBPG",3.22961794903039,0.995,0.005
"CREB3L1",-0.514591406564868,0.136,0.864
"TEF",0.0253934789306312,0.548,0.452
"XBP1",0.430858924950926,0.746,0.254
"FOXO6",-0.89126550345873,0.075,0.925
"RXRB",0.380773403957002,0.77,0.23
"RXRG",0.0926053707528199,0.591,0.409
"TP53",0.377358642865167,0.748,0.252
"GMEB2",2.0249651473782,0.979,0.021
"MTF1",-0.367159288373595,0.26,0.74
"ELK1",10,10,10
"HMBOX1",-1.18011356211589,0.026,0.974
"FOXK1",10,10,10
"HIF1A",-0.514191483968321,0.18,0.82
"NEUROD1",-0.705374292770704,0.096,0.904
"NFIC",-0.187295863569205,0.322,0.678
"NFYA",-0.23998417308189,0.287,0.713
"NR2F2",-0.826819501729911,0.112,0.888
"PAX5",10,10,10
"PBX3",-1.05712521528901,0,1
"RBPJ",0.196141338314639,0.661,0.339
"RELB",0.000228048819065132,0.517,0.483
"SIX2",-0.245544741202681,0.275,0.725
"SOX13",-0.896599369179174,0.079,0.921
"TFDP1",-0.00323213113578095,0.478,0.522
"ZBTB7A",0.422865221241493,0.779,0.221
"ZEB1",-0.233480756485415,0.313,0.687
"ZNF24",1.99733434866618,0.989,0.011
"ZNF384",0.457099609538971,0.769,0.231
"ZNF282",1.65575420582732,0.932,0.068
"RORB",-2.03054915453727,0.006,0.994
"RORC",1.80088331463263,0.973,0.027
"TFE3",1.00128135956322,0.928,0.072
"VDR",-0.406824795338138,0.222,0.778
"IRF3",-0.123922132961516,0.362,0.638
"ARNT2",0.204080449200803,0.649,0.351
"ATF6",-0.211698371766342,0.349,0.651
"BACH2",0.451011324713256,0.728,0.272
"CREB3L4",-0.490631697079698,0.18,0.82
"ELF2",0.117943343888742,0.607,0.393
"ETS2",0.581670368837675,0.734,0.266
"FOXN3",0.0145658677748989,0.51,0.49
"HES6",-0.0416863701934083,0.478,0.522
"IRF6",-0.0988460673649589,0.408,0.592
"KLF10",-0.183943249046364,0.331,0.669
"KLF11",0.705153782776692,0.814,0.186
"KLF2",0.186638851960927,0.664,0.336
"KLF3",-1.07867989183849,0.07,0.93
"KLF6",-0.208102443409315,0.34,0.66
"MAF",0.0649126268001239,0.552,0.448
"MAFA",-0.122834500830071,0.385,0.615
"MAZ",-0.0439759964492378,0.457,0.543
"MSANTD3",1.13399012168453,0.85,0.15
"NR1D1",0.00592350018980416,0.522,0.478
"NR1D2",0.264230487533241,0.689,0.311
"NR2C1",0.0364882649802421,0.533,0.467
"NR6A1",-1.01540552120613,0.028,0.972
"OVOL2",-0.222687463944674,0.343,0.657
"PLAGL2",0.158600540162088,0.595,0.405
"PPARD",10,10,10
"RFX7",-0.794221650224684,0.091,0.909
"SMAD5",0.543024952632804,0.732,0.268
"SOX12",-0.151240726241697,0.334,0.666
"TFAP2E",1.73564628535793,0.962,0.038
"THAP11",0.00907771902610966,0.512,0.488
"THRB",-0.977159721005461,0.092,0.908
"VEZF1",0.772460736293472,0.771,0.229
"ZBTB26",0.616717138877698,0.764,0.236
"ZBTB6",0.320375300328307,0.684,0.316
"ZKSCAN1",0.483653057431295,0.795,0.205
"ZNF135",-0.680094521800934,0.181,0.819
"ZNF136",1.42495211752934,0.92,0.08
"ZNF140",10,10,10
"ZNF274",2.11529913675088,0.993,0.007
"ZNF317",1.790513026252,0.939,0.061
"ZNF382",0.00458768546256254,0.508,0.492
"ZNF460",0.580872438833214,0.728,0.272
"ZNF528",1.13035254548796,0.874,0.126
"ZNF682",-0.0433335084779305,0.452,0.548
"ZNF684",-0.524244120332824,0.246,0.754
"ZNF75D",-0.109386880206268,0.412,0.588
"ZSCAN29",0.4265281838366,0.727,0.273
"ASCL1",-0.275836714000358,0.264,0.736
"ATF3",-0.292649820737431,0.258,0.742
"BCL6",-0.931777166042842,0.036,0.964
"E2F3",-0.259162826103093,0.313,0.687
"E2F4",0.309949463807872,0.739,0.261
"HES1",-1.21917490869744,0.021,0.979
"NRL",-0.495061552045691,0.212,0.788
"SOX4",-0.0506773793146293,0.434,0.566
"SP1",0.837444692316407,0.799,0.201
"SP2",0.757750786005928,0.788,0.212
"SP3",-0.160907783405157,0.393,0.607
"TCFL5",0.170235580623713,0.663,0.337
"ZNF740",10,10,10
"ATF2",-0.0820492238308245,0.442,0.558
"BACH1",0.00397884884780848,0.504,0.496
"NFYC",-0.479121429957532,0.199,0.801
"PRDM4",1.22449786876395,0.854,0.146
"ZBTB14",10,10,10
"ZKSCAN5",1.03323991579181,0.821,0.179
"ZNF148",-0.837957046855783,0.061,0.939
"ZNF16",0.242393165784458,0.673,0.327
"ZNF341",-0.195074316134102,0.407,0.593
"ZNF449",1.17588210541981,0.875,0.125
"ZNF652",0.601103058298265,0.841,0.159
"ATF4",0.664664979286713,0.846,0.154
"BATF3",-0.220275942737166,0.313,0.687
"CEBPD",0.0367054099348085,0.532,0.468
"CREB1",-0.683336111210922,0.116,0.884
"E2F6",0.143064539075848,0.592,0.408
"EGR1",-0.189038242166554,0.303,0.697
"EHF",0.292843466821092,0.708,0.292
"ELF1",-0.192660923327185,0.319,0.681
"ELF3",0.129440593203313,0.626,0.374
"ESRRA",-0.177531937203358,0.34,0.66
"ETV1",-1.20031751422436,0.031,0.969
"ETV5",-0.013085044178851,0.503,0.497
"FOSL1",0.0918366676371982,0.582,0.418
"FOXA2",0.00619328487585196,0.495,0.505
"FOXK2",2.26130126823051,0.999,0.001
"FOXP1",-0.642654964163174,0.106,0.894
"GABPA",-0.173371979655561,0.368,0.632
"HLF",0.975184680268552,0.856,0.144
"HNF4A",10,10,10
"HNF4G",-1.29838229057008,0.042,0.958
"JUNB",0.0207279173669743,0.533,0.467
"JUND",0.962246815531592,0.868,0.132
"KLF4",0.0724300124057512,0.582,0.418
"KLF9",-0.253100030057139,0.297,0.703
"MAFF",0.124371642620785,0.602,0.398
"MAFG",1.45455866272965,0.942,0.058
"MAFK",1.56418528075803,0.934,0.066
"MEF2A",-0.787767171374351,0.061,0.939
"MITF",-0.908417443618869,0.124,0.876
"MXI1",-0.548102431026345,0.15,0.85
"MZF1",-0.760170963975388,0.123,0.877
"NFE2L1",0.859845208545539,0.872,0.128
"NFIL3",-0.990790058256414,0.073,0.927
"NFYB",0.497420086088314,0.736,0.264
"NR4A1",-0.556084101006254,0.138,0.862
"PBX2",-0.155234520554147,0.317,0.683
"PKNOX1",0.181572201740601,0.6,0.4
"RFX1",0.0021874504282065,0.516,0.484
"RFX3",-0.947846539029933,0.037,0.963
"SCRT1",0.0476972598973079,0.554,0.446
"TCF3",-0.350258697879281,0.22,0.78
"TCF4",-1.0992487989392,0.009,0.991
"TCF7",1.25547799403224,0.905,0.095
"TEAD1",-1.07587057601849,0.008,0.992
"TEAD4",0.133478466839648,0.627,0.373
"USF1",2.44105936760762,0.998,0.002
"USF2",1.14089650235887,0.919,0.081
"YY2",1.34891843543644,0.88,0.12
"ZNF263",0.313623296662517,0.665,0.335
"CREM",-0.188665285378765,0.318,0.682
