"","score","pvalue_low","pvalue_high"
"ONECUT2",2.09984881438927,0.996,0.003
"ELK3",0.902762131541081,0.876,0.123
"ERF",-1.30657547455435,0.011,0.988
"ETS1",0.986459331633283,0.929,0.07
"ETV3",0.0589066122064761,0.528,0.471
"HSF2",0.0590924102895728,0.538,0.461
"HSF4",-0.449316253920691,0.22,0.779
"IRF7",-0.610116980933419,0.2,0.799
"MEF2D",-0.669070633307527,0.171,0.828
"MEIS1",0.807199689239686,0.861,0.138
"MEIS2",-0.0860416359380582,0.451,0.548
"MEIS3",-1.58427220153321,0.006,0.993
"NFKB1",-0.0560919739829563,0.391,0.608
"NFKB2",-0.700417796906826,0.096,0.903
"PKNOX2",-0.152150903969921,0.317,0.682
"POU2F1",0.46548607874613,0.791,0.208
"POU6F2",1.27681786100041,0.948,0.051
"PROX1",1.47676314435524,0.988,0.011
"RFX2",0.172158663034907,0.62,0.379
"SMAD3",1.49283884581216,0.968,0.031
"RUNX2",1.4953556572099,0.994,0.005
"MGA",0.821726844327152,0.849,0.15
"TBX19",-0.0327559474848009,0.496,0.503
"BHLHE40",-0.158305852038265,0.374,0.625
"CLOCK",1.4858503440903,0.957,0.042
"HEY1",0.299564561446576,0.801,0.198
"MAX",-0.540254237866734,0.264,0.735
"MNT",-2.06963126961323,0.002,0.997
"OLIG1",-0.0464726557368889,0.477,0.522
"ATF7",1.35635185356078,0.93,0.069
"CEBPB",-0.416357629169242,0.312,0.688
"CEBPG",-0.81730144620738,0.143,0.856
"CREB3L1",0.357431758767311,0.743,0.256
"TEF",-0.351545788632398,0.282,0.717
"XBP1",-1.14586291482636,0.052,0.947
"FOXO6",0.920424836705942,0.954,0.045
"RXRB",-0.789975074222258,0.112,0.887
"RXRG",0.660505446558407,0.832,0.167
"TP53",-0.180394303423344,0.318,0.681
"GMEB2",-0.735000368215359,0.125,0.875
"MTF1",0.765351324016914,0.871,0.128
"ELK1",-0.532973180241856,0.128,0.871
"HMBOX1",1.76717402524136,0.985,0.014
"FOXK1",-0.229847520700583,0.279,0.721
"HIF1A",0.837872958912259,0.906,0.093
"NEUROD1",0.514441175346004,0.798,0.201
"NFIC",-0.370097665516567,0.224,0.775
"NFYA",0.85265671331277,0.848,0.151
"NR2F2",1.76269808143325,0.965,0.034
"PAX5",2.19475071923372,0.991,0.008
"PBX3",0.92811783248382,0.895,0.104
"RBPJ",0.202362388458192,0.651,0.348
"RELB",-0.300167395678636,0.245,0.754
"SIX2",-0.476382585550617,0.273,0.726
"SOX13",0.20797390947746,0.703,0.296
"TFDP1",0.187349347007901,0.66,0.339
"ZBTB7A",-1.14343416020163,0.037,0.962
"ZEB1",0.693601217194719,0.825,0.174
"ZNF24",-0.328018650290604,0.344,0.655
"ZNF384",-0.800853048141713,0.122,0.877
"ZNF282",-0.477241980042332,0.189,0.81
"RORB",1.51678454676287,0.989,0.01
"RORC",-1.03773831927449,0.037,0.962
"TFE3",-1.33222052567486,0.015,0.984
"VDR",0.0505080541870749,0.532,0.467
"IRF3",-0.637410682533179,0.134,0.865
"ARNT2",0.0877957858793322,0.575,0.424
"ATF6",0.66191928028426,0.829,0.17
"BACH2",-0.0220738429512351,0.461,0.538
"CREB3L4",0.379778941324311,0.738,0.261
"ELF2",-0.136333358723089,0.404,0.595
"ETS2",0.195642269189062,0.576,0.423
"FOXN3",1.17820637512868,0.952,0.047
"HES6",-0.682921887874176,0.137,0.862
"IRF6",0.420145045384104,0.781,0.218
"KLF10",0.634987709389058,0.876,0.123
"KLF11",0.0817573143408808,0.582,0.417
"KLF2",-0.803578004437019,0.116,0.883
"KLF3",1.04255706385116,0.916,0.083
"KLF6",0.0934033011172083,0.63,0.369
"MAF",-0.125411097633733,0.407,0.592
"MAFA",0.0670405892289324,0.606,0.393
"MAZ",-0.663680694942386,0.124,0.875
"MSANTD3",-0.184998520261172,0.305,0.694
"NR1D1",-0.0761221919145865,0.409,0.59
"NR1D2",-0.274817177943612,0.272,0.727
"NR2C1",-0.0993148850271316,0.425,0.574
"NR6A1",0.785650330165526,0.882,0.117
"OVOL2",-0.0597927393277647,0.436,0.563
"PLAGL2",0.734309133730364,0.85,0.149
"PPARD",-0.0297782153467552,0.488,0.511
"RFX7",2.04010974629497,0.999,0
"SMAD5",-0.205462607478097,0.274,0.725
"SOX12",-0.540462206112757,0.186,0.813
"TFAP2E",-0.632913590501021,0.208,0.791
"THAP11",-1.10029724498066,0.069,0.93
"THRB",1.4191814893209,0.944,0.055
"VEZF1",0.017310575495914,0.496,0.503
"ZBTB26",-0.181885057350196,0.364,0.635
"ZBTB6",-0.0929910078386979,0.363,0.636
"ZKSCAN1",-1.46931823672123,0.024,0.975
"ZNF135",0.520143655143358,0.805,0.194
"ZNF136",-0.150861601201855,0.319,0.68
"ZNF140",-0.0680825398136905,0.448,0.551
"ZNF274",-0.492169418745012,0.247,0.752
"ZNF317",-0.617893728745385,0.202,0.797
"ZNF382",0.436384751942104,0.781,0.218
"ZNF460",-0.0800262481658001,0.381,0.618
"ZNF528",-0.00867483123088553,0.441,0.558
"ZNF682",0.898529462543836,0.879,0.12
"ZNF684",-0.000903149488162725,0.536,0.463
"ZNF75D",0.400588546511828,0.786,0.213
"ZSCAN29",-0.0727074679977848,0.432,0.567
"ASCL1",-0.301197885791966,0.172,0.827
"ATF3",-0.0366796368163939,0.491,0.508
"BCL6",0.622471188943642,0.86,0.139
"E2F3",1.57622375564457,0.979,0.02
"E2F4",-0.704423224632865,0.159,0.84
"HES1",0.2206967004566,0.755,0.244
"NRL",0.0569646439568155,0.595,0.404
"SOX4",-0.294378804801672,0.361,0.638
"SP1",0.0918349739958678,0.57,0.429
"SP2",-0.00775704220072068,0.458,0.541
"SP3",0.213095720520338,0.636,0.363
"TCFL5",-0.157230376565569,0.367,0.632
"ZNF740",-0.69700234828234,0.077,0.922
"ATF2",0.236832448055465,0.655,0.344
"BACH1",0.114663117329596,0.576,0.423
"NFYC",0.73451831849995,0.852,0.147
"PRDM4",0.0674780418177881,0.518,0.481
"ZBTB14",-0.0727330083864493,0.408,0.591
"ZKSCAN5",-0.137881495295327,0.35,0.649
"ZNF148",0.470278463239914,0.784,0.216
"ZNF16",0.0927435017844654,0.544,0.455
"ZNF341",0.111863577928678,0.612,0.387
"ZNF449",0.0299463411404447,0.524,0.475
"ZNF652",-0.456866899067777,0.181,0.818
"ATF4",-0.791570796040602,0.114,0.885
"BATF3",0.373336579996192,0.785,0.214
"CEBPD",-0.980288123360473,0.041,0.958
"CREB1",1.06483251892168,0.917,0.082
"E2F6",0.0925076336551401,0.549,0.45
"EGR1",-0.104537448150672,0.403,0.596
"EHF",0.214921440354744,0.691,0.308
"ELF1",0.549745399175481,0.858,0.141
"ELF3",-0.914944852768079,0.061,0.938
"ESRRA",-0.728825873105736,0.131,0.868
"ETV1",1.20300634436648,0.945,0.054
"ETV5",0.849580115387767,0.923,0.076
"FOSL1",-0.975995742149979,0.08,0.92
"FOXA2",-0.335867210407117,0.302,0.697
"FOXK2",-0.705024757568321,0.175,0.824
"FOXP1",0.126258667772862,0.646,0.353
"GABPA",0.966286241403719,0.884,0.115
"HLF",-0.0517377298091943,0.4,0.599
"HNF4A",-0.232431219377055,0.323,0.676
"HNF4G",0.659438148524188,0.852,0.148
"JUNB",-0.333797933071057,0.357,0.642
"JUND",-1.34263078211402,0.046,0.953
"KLF4",-0.279267459693038,0.336,0.663
"KLF9",0.406806887870726,0.767,0.232
"MAFF",-0.162922856719252,0.323,0.676
"MAFG",-0.929342534424467,0.105,0.894
"MAFK",-0.605891729977531,0.27,0.729
"MEF2A",0.30006096488408,0.743,0.256
"MITF",0.494887494169922,0.801,0.198
"MXI1",0.61680691399152,0.842,0.157
"MZF1",0.0365716041188588,0.563,0.436
"NFE2L1",-2.06758018272384,0.004,0.995
"NFIL3",0.797572740214439,0.881,0.118
"NFYB",-0.225937506033751,0.294,0.705
"NR4A1",-0.0616564941899112,0.472,0.527
"PBX2",-0.640558090401863,0.156,0.843
"PKNOX1",0.581074216344828,0.834,0.165
"RFX1",-0.121479946456819,0.425,0.574
"RFX3",0.622012474826741,0.834,0.166
"SCRT1",-0.294807823126246,0.279,0.72
"TCF3",0.217046797192113,0.701,0.298
"TCF4",1.04714899073719,0.926,0.073
"TCF7",-0.305927107877835,0.314,0.685
"TEAD1",1.29743444878407,0.965,0.034
"TEAD4",-0.263663256121465,0.216,0.783
"USF1",-2.20596316958106,0.005,0.994
"USF2",-1.449174601798,0.027,0.972
"YY2",-0.194627075508247,0.34,0.659
"ZNF263",-0.0580913900402171,0.42,0.579
"CREM",0.541050257442331,0.841,0.158
