X,Inter_value,PN_value,TN_value,MF_value,Index_value,BMI_value,Age_value,Inter_p,PN_p,TN_p,MF_p,Index_p,BMI_p,Age_p,TP_value,TP_p
ATOH1(var.2),0.917669068,0.05508324,1.371332786,0.048093921,-1.487323533,-0.495632156,1.19308936,0.366917243,0.956477733,0.181561757,0.961995385,0.148515685,0.62416419,0.243213487,1.287689428,0.208782311
ATOH7,0.558458559,0.097492277,2.052407215,-0.179055662,-0.98116574,-0.119786532,0.701056645,0.58113352,0.923055597,0.049940074,0.859230887,0.335221668,0.90553914,0.489266167,1.90962107,0.066860588
BACH1,-0.365511927,0.958355978,1.046712149,-0.262576314,2.077762829,-1.468939101,0.47727252,0.717577303,0.346386925,0.30451279,0.794870337,0.047367409,0.153405145,0.637008873,-0.088638347,0.930023535
BACH2,-0.502238289,0.9836383,1.173005762,-0.283697987,2.264880634,-1.353684209,0.358979062,0.619571519,0.33402623,0.251038515,0.778805974,0.031756739,0.187061355,0.722402828,0.006319833,0.995004001
BACH2(var.2),-0.7017579,1.204698041,2.285371908,-0.064446702,1.978710434,-1.076246429,-0.328045181,0.488835635,0.238773827,0.030366402,0.949089335,0.058132539,0.291340212,0.74540792,0.84458638,0.405763649
BARHL1,0.371098268,-0.742565127,-0.307198748,-1.186097059,1.069782029,0.195443661,-2.121289881,0.713460345,0.46415689,0.761049068,0.245917056,0.294188275,0.846509037,0.043224516,0.56544208,0.576442212
BARHL2,1.968646584,-0.170340617,-0.313365445,1.291655774,-1.844761838,-1.159414752,0.978001598,0.059338314,0.866012284,0.756411074,0.207424479,0.076069457,0.256438201,0.336755714,-0.109779916,0.913395817
BARX1,1.427242978,-0.057846954,0.153925987,0.84801946,-3.198607586,0.025277495,1.407080049,0.164973591,0.954296536,0.878812851,0.403882521,0.003511776,0.980019525,0.170811429,0.219411878,0.827979531
BARX2,-0.206808314,-0.425895145,-1.747297184,0.108488393,0.203367827,0.570868414,-2.726840094,0.837711297,0.673560238,0.091952597,0.914410524,0.840372482,0.572810046,0.011095958,-1.224765478,0.231242116
BATF,-0.473604997,0.919943736,1.006354504,-0.273852825,2.173725458,-1.334952544,0.370376268,0.639588766,0.365748704,0.323179363,0.786281905,0.038665195,0.193039705,0.713991944,-0.083511945,0.934060581
BATF::JUN,-0.471861559,0.928156384,1.015310451,-0.274459236,2.176047496,-1.337560134,0.371482216,0.640816796,0.361550165,0.318970319,0.785820815,0.038473648,0.192198693,0.713177709,-0.08428521,0.933451517
BATF3,-0.466349203,0.91765646,1.006951282,-0.270641835,2.168349358,-1.339687519,0.362002804,0.644706371,0.366923726,0.32289771,0.78872472,0.039111963,0.19151467,0.720167865,-0.080248865,0.936631199
BCL6,-0.322415216,0.530008129,1.62028954,-0.705612571,1.381944052,0.030156195,-1.017513879,0.749621508,0.600438204,0.116792592,0.486472932,0.1783166,0.976164294,0.317940604,0.977792381,0.336857315
BCL6B,0.288936015,0.211343891,2.01923573,-0.34976172,0.254557716,-0.938287751,-0.596027606,0.774837216,0.83420607,0.053492118,0.729231098,0.800993561,0.356414866,0.556121016,1.743780179,0.092574882
BHLHA15(var.2),0.986404346,0.011563884,1.188469399,0.020475525,-1.731141482,-0.40173093,1.167696144,0.332692342,0.990858585,0.244997308,0.983814605,0.094840672,0.691044351,0.253137963,1.1582806,0.256892621
BHLHE22,-0.10459981,-0.003599674,2.128968833,-0.280620779,-1.049508625,0.68484789,-0.239904504,0.917466536,0.997154347,0.042528133,0.78114037,0.303247903,0.499277344,0.812216331,2.103322861,0.044893792
BHLHE22(var.2),1.23336986,-0.229521082,0.628093022,-0.076518975,-2.266252618,-0.475370367,1.271297864,0.228067857,0.820193803,0.535220107,0.939570419,0.031661879,0.638346352,0.214465981,0.887679948,0.382552547
BHLHE23,-0.139354568,-0.106722294,2.099636833,-0.191110609,-1.11120483,0.539028607,-0.078712289,0.890204256,0.915798327,0.045243268,0.849868786,0.276277814,0.594284348,0.937841941,2.194990621,0.036942559
BHLHE40,-0.989326817,0.724419734,1.703165463,0.711558589,1.375638292,-0.164129081,-0.249395824,0.331286973,0.475039181,0.100023295,0.482841166,0.1802395,0.870852039,0.804942198,0.832167142,0.412614725
BHLHE41,-0.933961964,0.879570245,2.04132439,0.626229479,1.618315138,-0.226185778,-0.428888546,0.358601516,0.386853772,0.051102914,0.536423268,0.117218993,0.822760502,0.671407015,0.984155697,0.333776446
BSX,0.877691467,0.695415386,1.324365747,1.154761525,-1.512180384,-0.281716287,1.355159699,0.387854669,0.492737429,0.196483558,0.258306366,0.142105582,0.780309068,0.186596644,0.492596269,0.62627998
CDX1,0.179718364,-0.186298888,1.854119193,0.66860391,-1.462081897,-1.186166499,1.158609702,0.858715663,0.85360306,0.074676769,0.509424566,0.155261649,0.245890098,0.256760699,2.045970392,0.050612559
CDX2,-0.42089531,-1.618166639,-1.622729134,0.266009135,-0.320647519,1.08725849,-0.128678625,0.677163039,0.117251116,0.116267504,0.79225299,0.750946128,0.286533755,0.898565689,0.292261395,0.77232085
CDX4,-0.534463339,-0.676401565,2.302445944,0.320745446,-0.689130804,-0.616699233,1.00466872,0.597395012,0.504539365,0.029250348,0.750872726,0.496620918,0.542598691,0.323975893,3.061121118,0.00494354
CEBPA,-0.00353721,-1.525929644,-2.065709422,-0.791349162,-0.108076497,0.39604707,0.72738841,0.997203727,0.138657421,0.04857535,0.435637374,0.914734167,0.695182797,0.47324872,-0.252365927,0.802669541
CEBPB,-0.068332472,-1.2812875,-1.84296214,-0.927856066,0.003538187,0.449926102,0.272096709,0.946024521,0.210988272,0.076339864,0.361703132,0.997202954,0.656355373,0.787617626,-0.318819326,0.752316896
CEBPD,-0.01701424,-1.466838634,-1.723775212,-0.869038614,-0.220045606,0.325008432,0.770221498,0.986550363,0.153971917,0.096182773,0.392485865,0.827490923,0.747679699,0.447855761,0.015674,0.98760972
CEBPE,-0.110638979,-1.239135377,-1.729945741,-0.944444813,0.074120424,0.423423021,0.155884314,0.912720962,0.225959306,0.095057447,0.353317863,0.941460983,0.675340628,0.877283864,-0.256679197,0.799372265
CEBPG,-0.088062734,-0.998725969,-1.523454776,-0.991346577,0.310500251,0.321351907,0.051989753,0.930476738,0.326794599,0.139273019,0.330318076,0.758564856,0.750418203,0.958919602,-0.334211313,0.740802271
CEBPG(var.2),0.70376742,0.063242384,-0.843623765,-1.115156106,1.20966864,-0.958489439,-0.427425465,0.487603094,0.950039378,0.406292097,0.274611247,0.236891429,0.346320877,0.672459089,-0.905747018,0.373081965
CENPB,-1.00809424,-0.66422867,-2.095876217,0.799587517,0.567779787,1.333499882,-0.039740834,0.322358756,0.512177057,0.045602309,0.43092857,0.57487604,0.193509461,0.968592152,-1.28975635,0.208073878
CLOCK,-0.962462943,0.642707864,1.371625533,0.985529004,0.064182288,-0.409337463,1.389309186,0.344358318,0.525834377,0.181471612,0.33311407,0.949297915,0.685521241,0.176091108,0.600827871,0.552965496
CREB1,-0.378127836,0.839881308,2.016112396,0.094907287,1.651343096,-1.290046058,0.304632146,0.708292286,0.408350718,0.053837784,0.925089334,0.110253789,0.207974728,0.762982106,1.005708283,0.323484541
CREB3,-0.863229399,1.625699493,3.388625781,0.487888178,2.27001114,-1.145176495,-0.124061217,0.395614874,0.115630822,0.002172455,0.629567605,0.031403325,0.262185901,0.902185805,1.44006274,0.161345085
CREB3L1,-0.050285158,1.511199071,3.121837926,0.752357501,1.449555903,-2.000819448,0.242263067,0.960265313,0.142354321,0.004253233,0.458345528,0.158699382,0.055558855,0.810407105,1.310909429,0.200929227
CREB3L4,-0.644325215,1.871725693,3.723067535,0.457044942,2.444979194,-1.598089711,-0.013097128,0.524801193,0.072115897,0.000916432,0.651294871,0.021293052,0.121661716,0.989646602,1.482119007,0.149886942
CREB3L4(var.2),-1.073023749,0.802881061,2.155356783,0.563328488,1.479531919,0.043911329,-0.092502446,0.292757593,0.429054833,0.040210845,0.577860064,0.150572358,0.965298232,0.926981804,1.186266948,0.245851105
CREM,-1.064628607,0.668242837,2.069306625,0.434849269,1.623169879,-0.455356318,0.292928118,0.296472836,0.509651409,0.048212025,0.667127819,0.116172849,0.652493724,0.771816634,1.258865308,0.21885491
CTCF,-0.726018927,-0.316146851,-0.046364867,-1.191702194,1.85310644,0.237791918,0.294110879,0.474074192,0.754322188,0.963360679,0.243748072,0.074826432,0.813837771,0.770922409,0.323977748,0.748451277
CTCFL,-1.041482917,-0.204363621,0.073247363,-0.881867868,1.967220953,0.40306358,0.296349854,0.306887967,0.839602045,0.942149226,0.385632005,0.059510883,0.690075446,0.769230516,0.311196733,0.758041124
CUX1,0.404614013,0.437551948,0.880676151,1.463813924,-1.420622177,0.146377747,0.519672649,0.688948876,0.66519132,0.386265393,0.154791031,0.166872794,0.884710643,0.607526357,0.356666286,0.72411398
CUX2,-0.493740285,0.03292859,0.459622192,1.705050943,-1.657429939,1.183854691,0.774147076,0.625482302,0.973973757,0.649466965,0.099666657,0.109008567,0.246788762,0.445570105,0.414671057,0.681659052
DBP,0.5397307,-1.319210828,-2.35820672,0.308242168,-1.657556658,1.411370875,0.290834202,0.593806653,0.198177556,0.025860342,0.760263665,0.108982769,0.169555586,0.773400521,-0.782492065,0.440734652
DLX5,0.990360291,-1.161443967,-1.190291339,1.412434725,-3.730666751,0.988344486,1.414406566,0.330790964,0.255626628,0.244292681,0.169245351,0.000898434,0.331758907,0.168671522,0.184557482,0.854955388
DLX6,1.016532445,0.061829451,0.153229426,1.373964726,-2.247253708,0.02617284,1.70988337,0.318398967,0.951154084,0.879356815,0.180752566,0.032998568,0.979311969,0.098757493,0.078779171,0.937789239
DMRT3,-0.796657797,-0.097675646,0.124188413,-0.791067204,1.011259188,0.190850009,-0.692946009,0.432599529,0.922911352,0.902086052,0.435799086,0.320869582,0.850070943,0.4942613,0.236665775,0.814702448
DMRTA2,-0.35287034,-1.555525577,-0.680903977,-0.746641335,0.857921136,0.170286601,0.743871931,0.726925641,0.131465987,0.501730545,0.461732582,0.398487936,0.866054348,0.463378859,1.147628454,0.261189447
DMRTC2,-0.687420934,-1.300236963,-0.636472308,-0.07236582,0.387042743,0.883350817,-0.547761711,0.497680489,0.204509981,0.529827988,0.942844202,0.701758529,0.384844767,0.588355712,0.892910372,0.379794922
DPRX,1.032782549,-0.410668374,-1.735584982,-0.213075189,0.005158828,-0.743576925,-0.398651008,0.310868433,0.684556677,0.094038774,0.832868985,0.995921797,0.46355443,0.693285657,-1.231023239,0.228930285
DRGX,1.520338916,-0.099059276,0.018138025,1.34864811,-2.986731858,-0.037599361,1.756766794,0.140051216,0.92182302,0.985662117,0.188654296,0.005935524,0.970283744,0.090294701,0.133720545,0.894615297
DUX4,0.754174254,0.25533997,0.345983902,1.204109334,-1.085618908,-0.42774479,0.0332466,0.45727212,0.800395635,0.732036337,0.238997511,0.287245782,0.672229411,0.973722502,0.042545318,0.966377063
DUXA,1.088701212,0.812567413,0.634901998,1.086286325,-1.202731248,-0.403067319,-0.027232277,0.285908261,0.423573218,0.530836267,0.286955788,0.239521735,0.690072728,0.978474759,-0.324192859,0.748290221
E2F1,0.833108362,0.325505426,1.451422617,-0.687710128,1.014129189,-0.949128392,-1.632874098,0.412092977,0.747307741,0.15818324,0.497501192,0.319523299,0.350974093,0.114104916,1.050432726,0.30283073
E2F2,0.106697689,-0.002586418,-0.099515002,-0.846254527,1.223605566,0.216228693,-1.383356964,0.915817663,0.997955355,0.92146459,0.404848912,0.231672545,0.830434842,0.177887961,-0.095094989,0.924941642
E2F3,-0.681769379,-0.946004252,0.473345581,-0.868122231,0.47777661,1.377202075,-0.660909089,0.501191669,0.352536326,0.639771426,0.392978399,0.636654636,0.179761124,0.514270881,1.572936014,0.12738004
E2F4,0.110016963,-0.06696321,0.615331486,-1.270383184,1.634254132,-0.209247607,-1.116988334,0.913209594,0.947104402,0.543488029,0.21478658,0.113813336,0.835825712,0.273840917,0.685007186,0.4991784
E2F6,-0.32409082,0.222292921,-0.187371292,-0.571641529,0.897817907,0.019225691,-0.163948007,0.748366617,0.825758802,0.852770487,0.57229349,0.377219301,0.984802438,0.870993201,-0.444686234,0.660090877
E2F7,-0.483869976,-0.2382227,0.099584898,-0.548048742,1.261009578,0.331807036,0.05736723,0.632379634,0.813507072,0.921409619,0.588161347,0.218093115,0.742596934,0.954675122,0.376758694,0.709297761
E2F8,-0.798069002,-1.048959354,-0.460199777,-0.413654257,1.278008958,0.811788506,-0.079761581,0.431794157,0.303496054,0.64905762,0.682394667,0.212124857,0.424012404,0.937015137,0.772874645,0.446310204
EBF1,0.480011587,0.090574483,-1.317957537,0.221752524,-2.030307485,0.167575206,0.974976471,0.635085119,0.928499315,0.198591111,0.826175233,0.052282501,0.868166327,0.338226816,-1.405390349,0.171307986
EBF3,-0.032613977,0.11971102,-1.186315166,0.101264995,-1.405673646,0.061528871,1.727286047,0.97422233,0.905598392,0.24583239,0.920088373,0.171224654,0.951391234,0.095541126,-1.30966542,0.201344105
EGR1,-1.796034035,0.224515983,0.103766536,0.877761256,1.434815209,0.792240274,0.796965767,0.083688574,0.824046256,0.91812157,0.38781746,0.16282258,0.435126532,0.432423693,-0.16023072,0.873892093
EGR2,-1.788088901,0.297421088,0.541550157,0.534191641,2.659515569,0.130683248,0.889597444,0.084990862,0.768421443,0.592569584,0.597580387,0.013000222,0.896994723,0.381540088,0.186160707,0.853710352
EGR3,-1.627859985,0.367632566,0.169005724,0.341636429,2.197674369,0.352081255,0.652174463,0.115169552,0.71601343,0.867051933,0.735269263,0.036730131,0.727510606,0.519802632,-0.263262544,0.794346927
EGR4,-1.792776196,0.683118457,0.339126522,0.55024185,1.972749285,0.760499832,0.718762145,0.084220489,0.50035226,0.737137977,0.586677299,0.058844137,0.453546379,0.478462223,-0.46444693,0.64605103
EHF,-0.669552927,-0.349142313,2.082542875,-2.045893332,1.306625804,-0.702681137,-2.31201076,0.508828615,0.729690781,0.046895808,0.050620658,0.202360595,0.488269146,0.028641548,2.461614907,0.020507021
ELF1,-0.554598103,-0.091801129,2.342978296,-2.296554326,1.257573697,-0.756714803,-1.83867008,0.583734929,0.927533782,0.026748697,0.029631177,0.219314753,0.455773569,0.076988093,2.417471265,0.022653785
ELF2,-0.447164928,-0.52667765,1.404503856,-1.883721709,2.940798134,-0.996112365,-3.194098016,0.658322692,0.602717959,0.171568959,0.070414885,0.006639741,0.32803957,0.003551662,2.000688655,0.055573781
ELF3,-0.470865238,-0.444529464,1.852683742,-2.182626219,1.116576266,-0.860187755,-1.956782041,0.641519044,0.660202777,0.074888973,0.037935579,0.274014028,0.397259523,0.060787935,2.346521981,0.026539525
ELF4,-0.366835472,-0.451696891,1.683615264,-2.413055725,3.303224608,-1.298638965,-3.612292009,0.716601103,0.65509502,0.103784934,0.022879498,0.002698598,0.205050325,0.001222412,2.188205781,0.037484537
ELF5,-0.657464133,-0.802592568,1.627934816,-2.401760467,2.274193245,-0.901544301,-2.982469835,0.516448748,0.42921876,0.115153603,0.023466307,0.031117881,0.375271195,0.005997751,2.543632795,0.01700826
ELK1,-0.034410749,-0.440016854,0.208717218,-1.208913346,2.319052665,-0.568087549,-1.707844013,0.97280275,0.663427242,0.836235621,0.237176748,0.02820072,0.574670009,0.099140318,0.720332502,0.477510676
ELK3,-0.234348733,-0.462526838,0.334542329,-1.183201177,2.312837519,-0.517990057,-1.768871473,0.816482269,0.647409524,0.740555302,0.247043242,0.02858947,0.608684017,0.088212519,0.870715605,0.391585546
ELK4,-0.027262519,-0.400958862,1.76852701,-2.465869844,3.03108291,-1.736081815,-2.623945647,0.978450861,0.691605929,0.088271201,0.020310313,0.005323415,0.093949471,0.014125581,2.212595285,0.035569003
EMX1,1.403620246,0.103369488,-0.039346623,1.35799236,-2.814054422,0.023565588,1.61645181,0.171829396,0.918433709,0.968903537,0.185707011,0.009016597,0.981372424,0.117622589,-0.159671956,0.874327996
EMX2,1.659714003,0.087682129,-0.34850886,1.610269154,-3.194853782,0.102644573,1.302804508,0.108544344,0.930776416,0.730160993,0.118970007,0.003544947,0.919003634,0.203644087,-0.446154382,0.659043325
EN1,1.377176898,0.41433859,0.653626288,1.188465743,-2.37955056,-0.22116073,1.411170866,0.179768818,0.681899544,0.51888093,0.244998723,0.024660546,0.826631329,0.169613962,0.159945416,0.874114659
EN2,1.433749721,-0.074010924,0.4284357,1.019565364,-2.538159683,-0.243923939,1.291674806,0.163123891,0.941547301,0.671732576,0.316983966,0.017223333,0.809133711,0.20741798,0.508973689,0.614905071
EOMES,-0.025013388,-0.262531218,-0.732919394,-1.147851291,0.873664521,-0.628289589,0.539733335,0.980228242,0.794904736,0.469923368,0.261099025,0.390005588,0.53509328,0.593804861,-0.415645445,0.68095442
ERF,-0.315775736,-0.278094379,0.861757214,-1.473049363,2.175022764,-0.608619095,-2.0162192,0.754600792,0.783058478,0.396410356,0.152300914,0.038558074,0.547863646,0.053825931,1.174867504,0.250305421
ERG,-0.203945927,-0.521845463,0.616993544,-1.434825333,1.869778534,-0.462067443,-1.984768346,0.839925192,0.606032952,0.542407424,0.162819719,0.072395328,0.647734738,0.057417136,1.21857128,0.233547672
ESR1,0.031956292,0.427370266,-2.259251414,-0.149066399,1.105519919,0.471421641,-1.688641113,0.97474197,0.672498795,0.032148647,0.882609082,0.278688353,0.641126826,0.102806747,-2.727322764,0.011083302
ESR2,0.084407665,1.42416826,1.102803548,-0.403539846,1.092699707,-1.648735582,1.647312443,0.933355069,0.165853438,0.279845482,0.689729306,0.284179805,0.110790843,0.111084877,-0.578040122,0.568027269
ESRRA,-1.174193451,0.949559344,1.369962261,0.98088319,-1.715512423,0.824265295,1.341172343,0.250570659,0.350758959,0.181984249,0.335358461,0.09770728,0.417011259,0.191038372,0.240365223,0.811862835
ESRRB,-0.757092425,0.425293087,1.422987278,0.311978041,-1.487137897,0.279563119,1.589018619,0.455551077,0.673993655,0.166192372,0.757453745,0.148564421,0.781943203,0.123698982,0.905707519,0.373102501
ESX1,1.5004952,0.282125663,-0.589739523,1.812360949,-3.103149156,0.279372151,0.539326356,0.145090481,0.77999849,0.560268567,0.081065924,0.004455234,0.782088186,0.59408174,-0.911378478,0.370161616
ETS1,-0.524496321,-0.263179797,0.933649282,-1.265891489,2.309615324,-0.531819686,-1.872998466,0.604213334,0.794410035,0.358759919,0.216366231,0.028792927,0.599199902,0.07193375,1.228310748,0.22993023
ETS2,-0.419410856,-0.362250106,0.96656465,-1.456648363,2.513443299,-0.742356395,-1.703549634,0.678234221,0.719985186,0.342340316,0.15674547,0.018226312,0.464281234,0.099950542,1.37661431,0.17994081
ETV1,-0.47732375,-0.080545299,2.331583322,-1.900322857,0.730362619,-0.690422822,-1.334976405,0.636972868,0.936397643,0.027431531,0.068118275,0.471458861,0.495821124,0.193031996,2.393073865,0.023926938
ETV2,-0.690580424,-0.590310552,1.370094618,-1.518638579,1.961641679,-0.452871755,-2.078777623,0.495723614,0.55989127,0.181943413,0.140477369,0.060190474,0.654259386,0.047266939,2.041172312,0.051119036
ETV3,0.002521275,-0.41423202,0.269164877,-0.977476445,2.130914811,-0.577134213,-1.724098287,0.998006853,0.681976639,0.78984908,0.337010781,0.042353256,0.5686303,0.096123575,0.749780487,0.459870686
ETV4,-0.041159818,-0.020006676,2.099653954,-1.786117672,0.181177696,-0.996282796,-0.470484191,0.967471351,0.984185167,0.045241639,0.085316634,0.857581316,0.327958288,0.641787711,2.09360492,0.045820385
ETV5,-0.338278582,-0.60968735,1.452708562,-2.188319314,3.183180425,-1.48903204,-2.603869145,0.73776967,0.547166052,0.15782846,0.037475409,0.003650035,0.148067751,0.014800189,2.145286363,0.041081513
ETV6,-0.935761092,-0.543433378,2.050619858,-2.626435891,3.597127891,-1.303600586,-2.936152634,0.357690991,0.591290477,0.05012601,0.01404393,0.001271383,0.203376187,0.006715221,2.657337566,0.013066651
EVX1,1.710013905,0.026753398,-0.336376687,1.30384424,-3.326550654,0.12790862,0.742638662,0.098733032,0.978853185,0.739187211,0.203294245,0.002543794,0.899169231,0.464113089,-0.362944155,0.719472591
EVX2,1.676176999,0.107506631,-0.135006876,1.265096097,-3.181469286,0.033121976,0.904987532,0.105246979,0.91518196,0.893607882,0.216646875,0.003665689,0.973820965,0.373476968,-0.258828578,0.797730577
EWSR1-FLI1,1.102489035,-0.201577074,0.004751642,-0.24624264,-2.374357158,-0.438348966,1.078758032,0.279979681,0.841758378,0.996243687,0.807356851,0.024947702,0.664620697,0.290238957,0.240403051,0.811833813
FERD3L,1.448274026,-0.221243718,1.524776732,-0.409649382,-1.354351274,-1.221904398,1.215170661,0.159054598,0.826567367,0.13894392,0.685295132,0.186851149,0.232304914,0.234820722,1.762109835,0.089370524
FEV,-0.346040744,-0.410710219,0.502718108,-1.0113765,2.281600458,-0.454195238,-1.895285015,0.731994101,0.684526359,0.619238549,0.320814476,0.030618075,0.653318593,0.068808242,0.975940227,0.337757674
FIGLA,1.248120785,0.109982984,-0.233248186,-0.331960666,-0.03082752,-0.85499026,-1.44623806,0.222702534,0.913236287,0.817327999,0.742482213,0.975633845,0.400079928,0.159620081,-0.358587986,0.72269207
FLI1,-0.266123574,-0.391118272,0.768547258,-1.15264357,2.086348089,-0.547766425,-1.966076935,0.792165778,0.698779268,0.448832719,0.259159969,0.04652337,0.58835252,0.059649681,1.215131336,0.234835474
FOS,-0.503878725,0.958549253,1.054255454,-0.266853918,2.206440586,-1.330995091,0.371165678,0.618433482,0.346291278,0.301109296,0.791609265,0.036043889,0.194321531,0.713410719,-0.081426834,0.935703126
FOS::JUN,-0.512986898,0.938870217,1.088126247,-0.260869585,2.211056312,-1.327716026,0.386540002,0.612132411,0.356121114,0.286157421,0.796172539,0.035687217,0.195388617,0.702126376,-0.025018963,0.980223836
FOS::JUN(var.2),-0.655380269,0.735043146,1.824738002,-0.128850915,1.969500659,-0.984484142,0.195481032,0.517768593,0.468650153,0.079124994,0.898430653,0.059235141,0.333617948,0.846480074,0.939612132,0.355747181
FOS::JUNB,-0.507190478,0.961721803,1.118664122,-0.284509987,2.24315215,-1.340561381,0.381389794,0.616138932,0.344723806,0.273137726,0.778190334,0.03329375,0.191234243,0.705898925,-0.021631276,0.982901156
FOS::JUND,-0.506573439,0.939268846,1.075777256,-0.255979606,2.206071318,-1.340522063,0.40049463,0.616566149,0.355920168,0.291546257,0.799906812,0.036072562,0.191246854,0.691943683,-0.037660924,0.970235112
FOSB::JUN,-0.742679057,0.7978544,2.135589458,0.163246869,1.813913077,-0.687753382,-0.031876639,0.464089029,0.431916571,0.041935787,0.871539838,0.080820306,0.497474378,0.974804905,1.17265485,0.25117687
FOSB::JUNB,-0.510297846,0.951234775,1.117993424,-0.269859124,2.227745038,-1.334827733,0.38362172,0.613989587,0.349923412,0.273419007,0.789320515,0.034423999,0.193080031,0.704263085,-0.010029359,0.992071603
FOSB::JUNB(var.2),-0.760839142,0.881756461,2.140761608,0.128385545,1.9020684,-0.657146631,-0.128047538,0.453347039,0.385691188,0.041478177,0.898795403,0.067880616,0.516649724,0.899060341,1.079641974,0.289852082
FOSL1,-0.484194791,0.938176811,1.07449343,-0.279356468,2.212615866,-1.339041493,0.360005714,0.632152112,0.356470835,0.292110601,0.782100093,0.035567425,0.191722188,0.721643708,-0.037649754,0.970243936
FOSL1::JUN,-0.494881656,0.93022555,1.067269098,-0.263455384,2.200051847,-1.33646404,0.395228922,0.62468693,0.3604974,0.29530072,0.794199859,0.036542864,0.192551863,0.695779289,-0.035474817,0.971962102
FOSL1::JUN(var.2),-0.686587854,0.837528238,2.236625039,0.101563625,1.931497162,-0.754729355,-0.149462981,0.498197191,0.409648431,0.033768416,0.919853552,0.063980975,0.456944443,0.88229917,1.225880204,0.23082902
FOSL1::JUNB,-0.497970686,0.947391502,1.091590485,-0.274987387,2.229696593,-1.33121401,0.352485463,0.622536635,0.351842056,0.284658546,0.785419297,0.034278945,0.194250451,0.727210937,-0.031567834,0.975048898
FOSL1::JUND,-0.482931161,0.937458039,1.113813697,-0.276651625,2.201874513,-1.339188925,0.340868134,0.63303745,0.356833589,0.275176633,0.78415448,0.03639988,0.191674814,0.73584111,0.001959619,0.998450858
FOSL1::JUND(var.2),-0.712931315,0.816096244,1.698566928,0.107653506,2.14354247,-0.837462843,0.076640093,0.482004935,0.421587016,0.100897615,0.915066545,0.041233989,0.409684533,0.939474963,0.720429397,0.477451999
FOSL2,-0.502396965,0.950393629,1.074338722,-0.260164803,2.211974667,-1.354095468,0.404032293,0.619461397,0.35034273,0.292178659,0.796710451,0.035616632,0.186931737,0.689371478,-0.052088265,0.958841835
FOSL2::JUN,-0.502711603,0.936828176,1.085539818,-0.269085328,2.212016522,-1.333051562,0.394485117,0.619243063,0.357151675,0.287280161,0.789909651,0.035613418,0.193654615,0.696321752,-0.025181221,0.980095607
FOSL2::JUN(var.2),-0.595924824,0.787189129,1.976055459,0.057484761,1.827692752,-0.888918204,0.059548677,0.556188682,0.438026996,0.058448533,0.954582368,0.078667585,0.381898535,0.95295367,1.027829696,0.313150398
FOSL2::JUNB,-0.519777034,0.947040401,1.113430888,-0.261445577,2.234699814,-1.319979687,0.370646175,0.607454572,0.352017683,0.275338015,0.795733001,0.033909585,0.197924182,0.713793198,-0.00962314,0.992392716
