X,Inter_value,PN_value,TN_value,MF_value,Index_value,BMI_value,Age_value,Inter_p,PN_p,TN_p,MF_p,Index_p,BMI_p,Age_p,TP_value,TP_p
FOSL2::JUNB(var.2),-0.818386694,0.828005863,2.023205912,0.171636341,1.821992802,-0.520810469,-0.054299998,0.42030093,0.414926405,0.053055556,0.865003376,0.079552009,0.606744101,0.957095951,1.026589105,0.313723805
FOSL2::JUND,-0.508493455,0.953388346,1.10741099,-0.27106337,2.233892909,-1.329925012,0.372151671,0.615237247,0.348851375,0.277884821,0.788403904,0.03396891,0.194669263,0.712685002,-0.022981712,0.981833868
FOSL2::JUND(var.2),-0.675826397,0.880465998,2.011584729,0.135063387,1.850463601,-0.843125978,0.079695134,0.504898812,0.386377157,0.054342366,0.893563628,0.075218204,0.406565538,0.937067493,0.953785619,0.348653856
FOXA1,-0.515236708,-1.60580122,-1.691002942,1.404264383,-2.526474805,1.787731753,0.361907242,0.610580615,0.11995166,0.102349742,0.171639511,0.017690957,0.085049807,0.72023846,0.210485275,0.834869369
FOXA2,-0.40151029,-1.661750955,-1.462553916,1.351024047,-2.644958206,1.580173753,0.426392173,0.691204819,0.108131739,0.155133281,0.187901464,0.013450277,0.125712438,0.673202518,0.501156578,0.620322473
FOXA3,-0.329859734,-1.603196816,-1.398299491,1.362410962,-2.621213357,1.393456078,0.635176555,0.744051574,0.12052696,0.173404256,0.184325912,0.014215677,0.174847716,0.530659904,0.496038526,0.623881228
FOXB1,-0.468305822,-1.341562694,-1.166736808,0.860475853,-1.82107813,1.479648104,-0.485395828,0.643324577,0.19091331,0.253518663,0.397103559,0.079694725,0.150541522,0.631311144,0.418407009,0.678958987
FOXC1,-0.509126332,-1.451345168,-1.379625837,0.874144856,-1.715739872,1.423188906,-0.424203026,0.614799505,0.158204627,0.179021642,0.389748624,0.097665043,0.166134467,0.674778671,0.336879657,0.738812241
FOXC2,-0.585697994,-1.24334128,-1.372584196,0.744688117,-1.615606905,1.606110231,-0.336046594,0.562942651,0.224430427,0.181176657,0.462893317,0.117805974,0.119883552,0.739433335,0.100589189,0.920619807
FOXD1,-0.414479902,-2.088225029,-2.00900629,1.631179428,-2.591289247,1.589932593,0.734179776,0.681797321,0.046340634,0.054631576,0.114463823,0.015238047,0.123492448,0.46916751,0.461073,0.648438963
FOXD2,-0.014447505,-1.154687086,-1.090388504,0.652581985,-2.118314987,1.105236689,-0.256071616,0.98857919,0.258336332,0.285177971,0.519543823,0.043497024,0.278808844,0.799836503,0.275158053,0.785289564
FOXE1,-0.012185866,-0.857725044,-0.759081768,0.769574063,-2.268983723,0.874072401,0.120694604,0.990366924,0.398594323,0.454380036,0.448233403,0.031473812,0.389787378,0.904826639,0.254560455,0.800991468
FOXF2,-0.404537383,-1.486533897,-1.590198636,1.46729174,-2.685226235,1.613869099,0.642389611,0.68900454,0.148723081,0.123432382,0.153849513,0.01223953,0.118183907,0.526037811,0.170408417,0.865959486
FOXG1,-0.485456849,-2.18821365,-2.289827791,1.893547834,-2.732350385,1.881656022,1.071101703,0.63126843,0.037483904,0.030071474,0.069047563,0.010952271,0.070705295,0.293605261,0.301113187,0.76563495
FOXH1,0.298536579,-1.491931587,-0.913927312,0.656581177,-2.045325902,0.440155747,0.703162232,0.767579227,0.147310046,0.368844792,0.517007756,0.050680331,0.663327898,0.4879741,0.843508031,0.40635566
FOXI1,-0.250820434,-1.605464576,-1.464031946,1.419019708,-2.650681453,1.300956006,0.762826227,0.803851899,0.120025895,0.154731873,0.167335068,0.01327163,0.204267202,0.452180704,0.43387971,0.66782309
FOXK1,-0.197154452,-1.562627269,-1.394633856,1.289795156,-2.738339622,1.356084417,0.610013639,0.845183337,0.129786552,0.17449584,0.208060595,0.010798075,0.186305859,0.546953071,0.452211975,0.654728605
FOXK2,-0.31492298,-1.758996921,-1.621403884,1.463056744,-2.711616932,1.457715551,0.754128508,0.755241105,0.089907977,0.116552502,0.154996628,0.011502161,0.156453143,0.457299131,0.458250669,0.650439436
FOXL1,-0.250820434,-1.605464576,-1.464031946,1.419019708,-2.650681453,1.300956006,0.762826227,0.803851899,0.120025895,0.154731873,0.167335068,0.01327163,0.204267202,0.452180704,0.43387971,0.66782309
FOXN3,-0.446615445,-1.818117223,-1.537511492,1.275756167,-2.609062339,1.917540543,0.219084511,0.658714494,0.080158222,0.135805917,0.212908546,0.01462287,0.065805361,0.82823196,0.610100074,0.546896659
FOXO3,-0.414479902,-2.088225029,-2.00900629,1.631179428,-2.591289247,1.589932593,0.734179776,0.681797321,0.046340634,0.054631576,0.114463823,0.015238047,0.123492448,0.46916751,0.461073,0.648438963
FOXO4,-0.250820434,-1.605464576,-1.464031946,1.419019708,-2.650681453,1.300956006,0.762826227,0.803851899,0.120025895,0.154731873,0.167335068,0.01327163,0.204267202,0.452180704,0.43387971,0.66782309
FOXO6,-0.250820434,-1.605464576,-1.464031946,1.419019708,-2.650681453,1.300956006,0.762826227,0.803851899,0.120025895,0.154731873,0.167335068,0.01327163,0.204267202,0.452180704,0.43387971,0.66782309
FOXP1,-0.359194378,-1.717115531,-1.533585666,1.389955942,-2.588067021,1.446881581,0.571625295,0.722243596,0.097409917,0.13676707,0.175896729,0.015352122,0.159441172,0.572304334,0.495862569,0.624003743
FOXP2,-0.153225734,-1.444505322,-1.341942731,1.351852137,-2.650588767,1.30324887,0.755121636,0.879359698,0.160102608,0.190791612,0.187639629,0.013274506,0.203494515,0.456712962,0.366036013,0.717190697
FOXP3,-0.250820434,-1.605464576,-1.464031946,1.419019708,-2.650681453,1.300956006,0.762826227,0.803851899,0.120025895,0.154731873,0.167335068,0.01327163,0.204267202,0.452180704,0.43387971,0.66782309
GATA1,-0.89472484,-0.120837222,0.546734315,-0.720052538,0.650213854,0.379784963,-2.621686033,0.378841307,0.904714745,0.58905168,0.477680239,0.521048753,0.707076038,0.014200052,0.680370594,0.502062837
GATA1::TAL1,-1.43537299,-0.289272254,1.402170553,0.115156775,-1.894079629,0.811293125,-0.105962295,0.162665021,0.774582665,0.172257358,0.909173022,0.068974224,0.42429187,0.916395618,1.72077349,0.096734258
GATA2,-2.849646251,-0.406816432,1.001776639,-1.056080534,1.069673175,1.334863301,-2.161303358,0.008278433,0.687349816,0.32534554,0.300289866,0.294236402,0.193068538,0.03970451,1.463447002,0.154890634
GATA3,-2.96209895,-0.294230262,1.056155169,-1.379739183,1.647047306,1.191821357,-2.166000891,0.006303839,0.770832168,0.30025639,0.178987119,0.111139729,0.243702115,0.039308575,1.38540815,0.177267129
GATA4,-2.748902512,-0.329842838,1.109801882,-1.299047706,1.154099887,1.25910578,-2.275639876,0.010531082,0.7440642,0.276871298,0.20491201,0.258572805,0.218769377,0.031019691,1.479946808,0.150462269
GATA5,-2.937112017,-0.247846658,1.480330562,-1.113423995,0.92108723,1.21242867,-2.326920577,0.006699567,0.806128279,0.150360499,0.275340921,0.365162199,0.235850983,0.027715491,1.749395611,0.091583003
GATA6,-2.862436288,-0.183580792,1.347122931,-0.940721874,1.653506974,1.211486875,-1.883601203,0.008027396,0.855714056,0.189138796,0.355188348,0.109809758,0.236205626,0.070431799,1.542905469,0.134494313
GBX1,1.666465008,0.264550435,0.238062781,1.241579822,-2.739369613,-0.393176818,1.368239031,0.107181887,0.793364873,0.813629833,0.225069778,0.010771764,0.697276302,0.182516561,-0.074632819,0.941057078
GBX2,1.522266529,0.318850211,0.55982346,1.087722088,-2.565892477,-0.273424992,1.330721062,0.139569373,0.752293732,0.58021514,0.286332655,0.016158931,0.786607259,0.194410534,0.179119198,0.859181487
GCM1,-0.595305043,0.075735776,-0.045560241,1.881946367,-0.231629101,-0.607840512,1.889339754,0.556596805,0.940187707,0.963996065,0.070664414,0.818572614,0.548372371,0.06963028,-0.133484424,0.894800239
GCM2,-2.397115555,0.657629159,-1.125250962,3.136518643,-1.130168532,1.920900025,1.677498555,0.023711595,0.516344305,0.270386412,0.004100732,0.268345474,0.065362125,0.104985963,-1.878482503,0.071153473
GFI1,-0.089343677,1.740365166,2.724290926,-1.202693224,0.79033168,0.344023856,-0.767381495,0.929468233,0.093182535,0.011163027,0.239536212,0.436221105,0.733493275,0.449513724,0.650957581,0.520575864
GLI2,-0.948999096,1.024577388,-0.89051797,1.211954356,-0.646247649,1.192815612,2.063591685,0.351038656,0.31465518,0.381054657,0.236029541,0.523574547,0.243318915,0.048790379,-2.076139253,0.047528548
GLI3,-0.890715124,1.03060613,-0.704437875,1.344594728,-0.982415243,1.311581255,2.081343283,0.380950742,0.31186976,0.487192264,0.189944057,0.334617192,0.200705447,0.047013766,-1.899718454,0.068200734
GLIS1,0.537838754,0.464341883,-0.355187242,0.400472502,-0.718067997,0.139659688,0.257348121,0.595094331,0.64612532,0.725209044,0.691959784,0.478883186,0.889965469,0.798861243,-0.893193465,0.379646037
GLIS2,0.384903641,0.611161027,-0.342122501,1.124654567,-1.436043722,0.418037157,1.549515705,0.703324183,0.54620447,0.734907556,0.270634696,0.162475717,0.679226095,0.132901086,-1.051997735,0.302125148
GLIS3,0.667577181,0.647459893,-0.352193396,0.910795858,-1.48552303,0.114592236,1.610454555,0.510069752,0.522801852,0.727427464,0.370463053,0.148988922,0.909616265,0.118929417,-1.104374181,0.279175998
GMEB2,-0.187735574,-0.6703595,-0.583305806,-0.433064421,0.325331108,0.4604364,-0.214317934,0.852487712,0.508322418,0.564528505,0.668407968,0.747438196,0.648889953,0.831909525,0.208771929,0.836193335
GRHL1,-1.166301449,-0.886960065,-1.549785076,-0.114687731,-1.091056564,1.982684814,0.034692189,0.253691568,0.382933102,0.13283649,0.909541286,0.284889191,0.057662312,0.9725804,-0.490867991,0.627485917
GRHL2,-0.421543229,-1.45665255,-2.16025586,0.369519567,-2.540603277,2.107606808,-0.234095493,0.676695716,0.156744323,0.039793285,0.714622911,0.017127,0.044490649,0.816676855,-0.426597012,0.673055114
GSC,0.285860379,-0.107755332,-1.594296849,1.452196118,-1.999821929,0.125789935,1.148988852,0.777166824,0.914986531,0.122510155,0.157969762,0.05567278,0.900830208,0.260637788,-1.445933656,0.159704766
GSC2,0.869360836,0.091223318,-0.930849011,1.65862369,-1.856469323,-0.348757124,0.70440742,0.392312772,0.927988582,0.360180591,0.108765737,0.074330465,0.729976694,0.487210922,-1.024469118,0.314705361
GSX1,1.370706007,0.395963543,-0.095679209,1.883727928,-2.731750012,0.0290831,1.796832341,0.181754879,0.695243685,0.924481971,0.070414012,0.010967841,0.977012224,0.083558672,-0.557365077,0.581869793
GSX2,1.426905359,-0.212901227,-0.056122902,1.25486509,-2.864467638,-0.040293273,1.769370168,0.165070021,0.833003313,0.955657163,0.220281459,0.007988194,0.968155794,0.088127619,0.19362429,0.847919381
HAND2,0.715712439,0.076639315,2.118118356,-0.415230195,-0.619966744,-0.757259672,1.499171221,0.480313295,0.939475576,0.04351509,0.681254674,0.540477194,0.455452557,0.145431859,1.998795533,0.055790217
HES1,-0.07018937,0.529792496,0.574697568,0.430939136,1.600985383,-0.330338462,-1.579349031,0.94456023,0.600585683,0.57025389,0.669933619,0.121017243,0.743693874,0.125901546,-0.052884712,0.958213116
HES2,-0.414713464,0.838671265,1.282826705,0.906054122,1.27914832,-0.476361474,-0.83707519,0.681628379,0.409017731,0.210456277,0.37292232,0.211729342,0.637649309,0.409898584,0.284120717,0.778485451
HES5,-0.406543921,0.74073535,-0.721454324,0.512836821,1.470005903,0.009691869,-1.200737049,0.687547592,0.465247572,0.476831586,0.612235992,0.15311793,0.992338387,0.240281845,-1.577530283,0.126319409
HES6,-0.073245048,0.515889647,-0.221090084,0.184171805,-0.09554021,0.303813114,-1.188028471,0.942151051,0.610130598,0.82668578,0.855254955,0.924591334,0.76359929,0.245168061,-0.821255174,0.418693718
HES7,-0.549435226,0.435161564,0.078176173,0.45216922,1.655456939,0.140078241,-1.195549693,0.587222918,0.666903936,0.938264408,0.654759016,0.109410903,0.889637928,0.242267466,-0.431784695,0.669326456
HESX1,1.260884824,0.068477923,0.15085139,1.396055529,-2.781554281,0.298009741,1.2194311,0.218137382,0.945909816,0.88121434,0.17407184,0.009744439,0.767976963,0.233226612,0.068659964,0.945766257
HEY1,-0.851504897,0.968144527,1.486239606,1.041236552,1.153739798,-0.251082784,-0.043195027,0.401978354,0.341565167,0.148800435,0.307000187,0.258717897,0.803651159,0.965863935,0.333279025,0.741497997
HEY2,-0.608445876,1.49838849,2.271739666,0.602505492,1.747100933,-0.724584447,-0.502318605,0.547976806,0.145633986,0.03128506,0.551864881,0.091987227,0.474939736,0.619515778,0.487712713,0.629690281
HIC2,0.138314223,1.603852793,-0.210524919,-0.000642942,-0.443339395,-0.050231081,0.108473119,0.891018507,0.120381843,0.834838741,0.999491734,0.661052492,0.960308007,0.914422525,-2.083068874,0.046844168
HIF1A,0.592444376,-0.382076892,0.58810763,0.249395949,-0.612247799,-1.527468531,-0.998947819,0.558482535,0.705395179,0.561347529,0.804942102,0.545495914,0.138275756,0.326689072,1.026649368,0.313695934
HINFP,-0.038512822,-0.14649128,0.304550851,0.101644176,0.883257709,-0.228263752,-1.019680146,0.969562165,0.884621884,0.763043359,0.919790214,0.384894164,0.82116115,0.3169305,0.471582428,0.641013505
HLF,0.463536821,-1.847799017,-2.915423294,0.109806948,-1.966755122,1.512000521,0.8570774,0.646694791,0.07561499,0.007062063,0.91337458,0.059567366,0.142151147,0.398945823,-0.71377978,0.481488487
HMBOX1,0.905314935,-0.763916876,-1.107720342,0.98251382,-3.771847358,1.530631343,-0.811966428,0.373306655,0.451541301,0.277753533,0.334569535,0.000806755,0.13749402,0.423912058,-0.198885424,0.843842469
HNF1A,0.093415923,-0.80161333,-1.997194786,0.106997029,-0.173346584,0.081634409,-3.896585798,0.926262899,0.429775467,0.055973805,0.915582421,0.86367206,0.935539597,0.000581467,-1.031805361,0.31131774
HNF1B,0.176765135,-0.89605648,-2.045860222,0.141226892,-0.565855211,0.082051752,-3.890549902,0.861012164,0.37814244,0.050624138,0.888739146,0.576165276,0.935210817,0.000590782,-0.969349423,0.340974795
HNF4A,-0.79722568,-0.900843017,-0.695451394,-0.466456042,-0.103266459,0.397392166,-2.746138993,0.432275329,0.375637314,0.492715229,0.644630886,0.918514707,0.694202553,0.010600329,0.367719351,0.715949457
HNF4A(var.2),-0.821203627,-0.48683455,-0.315705529,-0.301788578,0.548846997,0.000255785,-2.982112689,0.418722566,0.630304411,0.754653502,0.765125565,0.587620966,0.999797794,0.006002994,0.258011105,0.798354849
HNF4G,-0.811246937,-0.938452615,-0.838651858,-0.360967228,-0.275677724,0.49555397,-2.646682172,0.424317932,0.356331705,0.409028434,0.720933015,0.78489457,0.624218639,0.01339623,0.270506549,0.78882769
HOXA1,1.326233614,0.011275755,-0.287783743,1.323952177,-3.031866961,0.219072871,1.412561646,0.195872516,0.991086345,0.775709742,0.19661905,0.005313155,0.828240936,0.16920837,-0.296933566,0.768789622
HOXA10,0.176590324,-0.122841438,1.337467832,0.403711862,0.234245474,-0.849690819,1.512261097,0.86114814,0.903142492,0.192228414,0.689604306,0.81656161,0.402968712,0.142085139,1.46235903,0.155186271
HOXA13,-0.466704889,-0.615797519,0.067827528,0.500406796,-1.083047632,1.687569361,-0.615851713,0.644455083,0.543184918,0.946422738,0.620843237,0.288364958,0.103014691,0.543149676,0.786971074,0.438152472
HOXA2,1.483167106,0.127151787,-0.109634937,1.418276577,-3.113023183,0.110724868,1.471910287,0.149609978,0.89976251,0.913509715,0.167549788,0.004347392,0.912653494,0.152606287,-0.256784881,0.799291522
HOXA4,1.111356488,0.546630698,0.841991093,1.359347768,-1.533485367,-0.906477997,1.368812538,0.276213714,0.589121894,0.407189378,0.185282502,0.136791698,0.372702046,0.182339267,0.190970381,0.849977565
HOXA5,1.326233614,0.011275755,-0.287783743,1.323952177,-3.031866961,0.219072871,1.412561646,0.195872516,0.991086345,0.775709742,0.19661905,0.005313155,0.828240936,0.16920837,-0.296933566,0.768789622
HOXA6,1.866292048,-0.323987609,0.032696167,1.138801083,-3.344965304,-0.258868162,1.190221141,0.072898,0.748443894,0.974157392,0.264789786,0.002427674,0.797700352,0.244319801,0.41109882,0.684244831
HOXA7,1.227320283,-0.506091905,-1.03347103,1.651869122,-3.801681067,0.976303265,1.135994538,0.230296176,0.616899642,0.310552144,0.11014571,0.000746124,0.337581067,0.265942001,-0.427169944,0.672642899
HOXA9,0.453326377,-0.674823196,-0.887000803,0.340713251,-0.563858149,0.22886217,-0.058668032,0.653936154,0.505526097,0.38291156,0.735956409,0.577504591,0.820700712,0.953648589,-0.085444531,0.932538451
HOXB13,-0.951156581,-0.294137863,0.080566039,-0.652723623,2.07639823,0.362255032,-0.456540552,0.349962378,0.770902012,0.936381303,0.519453889,0.047502812,0.719981547,0.651652867,0.42339202,0.675362968
HOXB2,1.403620246,0.103369488,-0.039346623,1.35799236,-2.814054422,0.023565588,1.61645181,0.171829396,0.918433709,0.968903537,0.185707011,0.009016597,0.981372424,0.117622589,-0.159671956,0.874327996
HOXB3,1.625344523,0.024614807,-0.933025611,1.952379942,-3.079026316,0.030865211,0.768941812,0.115706756,0.980543232,0.359076006,0.061333618,0.004729562,0.975604064,0.448602373,-0.948725247,0.351175426
HOXB4,1.492084841,-0.192856261,-0.933319246,1.324950628,-2.6533195,-0.196532344,-1.285040784,0.147270085,0.848514898,0.358927164,0.196292066,0.013190034,0.845665358,0.209692824,-0.694710772,0.493171981
HOXB5,1.326233614,0.011275755,-0.287783743,1.323952177,-3.031866961,0.219072871,1.412561646,0.195872516,0.991086345,0.775709742,0.19661905,0.005313155,0.828240936,0.16920837,-0.296933566,0.768789622
HOXB6,1.639466382,-0.553496163,-0.174090586,1.178817737,-3.224077084,-0.049897998,1.573183597,0.112717653,0.584478532,0.863093028,0.248755179,0.003294455,0.960570978,0.127322698,0.475592173,0.638190326
HOXB7,1.615090784,-0.207497472,-0.253698728,1.147720509,-3.254302513,0.076502825,1.363590897,0.117918114,0.837178475,0.801650283,0.26115209,0.00305331,0.939583148,0.183958467,-0.007499842,0.994071188
HOXB8,1.227320283,-0.506091905,-1.03347103,1.651869122,-3.801681067,0.976303265,1.135994538,0.230296176,0.616899642,0.310552144,0.11014571,0.000746124,0.337581067,0.265942001,-0.427169944,0.672642899
HOXB9,-0.391595933,0.72359345,2.004876249,0.507611369,1.30356873,-1.243340594,0.619380499,0.698430411,0.475538225,0.055097646,0.615847601,0.203386902,0.224430676,0.540857502,1.130613156,0.268161493
HOXC10,-0.129090664,0.608967502,1.930711435,0.375609244,0.856696953,-1.289372367,0.885095283,0.898242751,0.547636078,0.064082501,0.710142311,0.399152397,0.208205348,0.383920029,1.191528449,0.243815091
HOXC11,-0.353413747,0.402419381,1.62441891,0.546437383,0.963663906,-1.025749717,0.866772954,0.7265229,0.690543745,0.115904953,0.589252899,0.343766627,0.314112187,0.393704324,1.13106221,0.267975774
HOXC12,-0.306771833,-0.018782486,1.13103765,0.492549365,0.922655892,-0.544062223,0.211239721,0.761370491,0.98515274,0.267985929,0.626312694,0.364358631,0.590863656,0.834286537,1.137140352,0.265471152
HOXC13,0.261755453,-0.185148668,-0.088738246,0.289667388,-0.748567218,-0.181690772,1.16227764,0.795496563,0.854496239,0.929944883,0.774283559,0.460589774,0.857182573,0.255293752,0.129013332,0.898303359
HOXC4,1.459585215,-0.137767456,-0.339067855,0.884369212,-2.053672845,-0.835288756,-1.298768208,0.155942053,0.891446495,0.737181676,0.384304743,0.049808782,0.410885904,0.205006583,-0.173211947,0.863776852
HOXC8,1.626308156,-0.181082429,-0.101370553,1.410056172,-3.307419147,0.000604656,1.547579391,0.115500717,0.857655358,0.920005369,0.169939595,0.002670107,0.999521999,0.133366179,0.111803238,0.911806461
HOXC9,-0.435087291,0.417731558,1.654680007,0.552572582,1.53310056,-1.195229996,0.340614104,0.666957179,0.679446831,0.109569675,0.585102136,0.136886221,0.242390238,0.736030221,1.142993354,0.263075441
HOXD10,-0.586292921,0.49144641,1.220890645,0.333509078,1.670020961,-1.442488092,1.028646154,0.562548608,0.627082197,0.232682368,0.741326298,0.106470012,0.160665826,0.312773426,0.629087295,0.534578761
HOXD11,-0.027958073,0.32830065,1.684726276,0.845530017,0.371516996,-0.887289243,0.533824548,0.97790122,0.745216911,0.103568027,0.40524604,0.713152108,0.382759057,0.597830891,1.277196031,0.2124074
HOXD12,-0.581449109,0.601913302,1.376859166,0.466706777,1.188278119,-0.962559896,0.92986067,0.56576093,0.552253262,0.179865938,0.64445375,0.245071372,0.344310525,0.360682899,0.65369202,0.518839221
HOXD13,0.095536103,-2.32467125,-1.232256817,0.46571339,-3.175443851,1.775303057,-0.120457439,0.924594566,0.02785343,0.228476617,0.645155671,0.003721323,0.087122918,0.905012718,1.503422779,0.144337929
HOXD3,1.403620246,0.103369488,-0.039346623,1.35799236,-2.814054422,0.023565588,1.61645181,0.171829396,0.918433709,0.968903537,0.185707011,0.009016597,0.981372424,0.117622589,-0.159671956,0.874327996
HOXD4,1.599839065,-0.721067697,-1.546329701,1.18668082,-2.726964979,-0.041581968,-1.596972015,0.121272034,0.477065566,0.133667054,0.245690497,0.011092682,0.967137924,0.121911232,-0.681450514,0.501390185
HOXD8,1.227320283,-0.506091905,-1.03347103,1.651869122,-3.801681067,0.976303265,1.135994538,0.230296176,0.616899642,0.310552144,0.11014571,0.000746124,0.337581067,0.265942001,-0.427169944,0.672642899
HOXD9,1.379912411,-0.424799029,1.012953545,0.724708236,-2.774835356,-0.87984192,1.768672674,0.178934368,0.674349409,0.320074307,0.474865007,0.009901651,0.386709178,0.088246382,1.495495466,0.146383031
HSF1,-1.438836332,0.354544195,1.230649935,-0.155968946,1.97090474,0.464826708,0.372628848,0.161689432,0.725685333,0.229067707,0.877217797,0.059065868,0.645782478,0.712333886,0.798798976,0.431377923
HSF2,-1.272440309,0.080484832,1.079874512,0.05152355,1.439464849,0.497027712,0.648761634,0.214066062,0.936445284,0.289750368,0.959287639,0.161512886,0.623192686,0.521972799,0.97061454,0.340355661
HSF4,-1.430943758,0.393992428,1.327973048,-0.0983243,1.695315878,0.597184973,0.489138663,0.163919519,0.696681164,0.195304812,0.922401117,0.101519611,0.555359356,0.62869364,0.848627738,0.403549795
IKZF1,-0.585338759,-0.460978882,1.945868645,-2.244311508,0.46924836,-0.262855819,-1.759781039,0.563180654,0.648505632,0.062148608,0.033210072,0.642659406,0.794657137,0.089772339,2.457635561,0.020692575
INSM1,-1.168882927,0.511112576,0.314075821,0.708193872,-1.239856457,1.166062183,1.644742944,0.252667586,0.613426622,0.75587739,0.484894386,0.225696631,0.25378663,0.111617409,-0.288007939,0.775539953
IRF1,-0.267261824,-0.361583028,-0.830442751,-0.934912329,0.896031276,0.843480002,-1.368819359,0.791298493,0.720477987,0.413571681,0.358120352,0.378155659,0.406371056,0.182337159,-0.395973051,0.695236754
IRF2,0.737436761,-1.150535511,0.028193534,-0.679105627,-2.025899603,0.724067633,-0.771948953,0.467217572,0.260011632,0.977715156,0.502851392,0.052761149,0.475251799,0.446849089,1.373199075,0.180987673
IRF3,0.253875974,-1.125341484,-0.576264879,-1.042426327,-0.968140803,0.945048248,-1.103968493,0.801514761,0.270348741,0.569209289,0.306458503,0.341566992,0.353015305,0.279348813,0.747756085,0.461070892
IRF4,0.069289047,-1.013115798,0.485926823,-0.893271324,-2.082379747,1.417650475,-1.138789292,0.945270171,0.319998222,0.6309395,0.379605095,0.046911833,0.167730863,0.264794619,1.663819006,0.107714176
IRF5,0.112519162,-1.108540739,-0.334145673,-1.420483818,-0.571200606,0.859174907,-1.905426446,0.911244179,0.277405577,0.740851248,0.166912667,0.572588063,0.397808146,0.067425437,0.966833688,0.342208232
IRF6,-0.490035795,-0.798448647,-0.549221269,-0.75121384,0.776541941,0.114525107,-1.275508089,0.628066972,0.431577651,0.587367685,0.459022013,0.444179157,0.909668974,0.212994981,0.392162003,0.698017073
IRF7,0.38297283,-0.955752705,-0.255338275,-1.098229467,-1.087054185,0.915441778,-1.249415154,0.704738526,0.347676949,0.80039693,0.281801749,0.286622411,0.368063821,0.222236327,0.865870304,0.394190438
IRF8,0.26629943,-1.114985522,0.204609203,-0.83652842,-2.025005322,1.195185618,-1.178686704,0.792031768,0.274683046,0.839412066,0.410200612,0.052858729,0.242407284,0.248806488,1.505569735,0.143788051
IRF9,0.205703793,-1.084183477,-0.383844098,-1.133967441,-1.611808203,1.361586334,-1.229169993,0.838565422,0.287870187,0.704100178,0.266776482,0.118633405,0.18458305,0.22961312,0.889349568,0.381670871
ISL2,0.960471669,-0.871978205,0.189381611,0.769013218,-2.374919811,-0.078568674,1.522461369,0.345340892,0.390908573,0.851210221,0.448560693,0.024916444,0.93795511,0.139520744,1.206390389,0.238131676
ISX,1.330208666,0.315782753,-0.051240735,1.638717154,-2.496059733,0.103620425,1.495082266,0.19457704,0.754595525,0.959510908,0.112874608,0.01896378,0.918236433,0.146490267,-0.419788824,0.677961413
JDP2,-0.539914173,0.968716817,1.135022119,-0.23935974,2.223838377,-1.282591962,0.351832596,0.593681852,0.341284672,0.266342073,0.812634365,0.034716036,0.210537345,0.727694977,-0.013682427,0.989183947
JDP2(var.2),-0.767965543,0.930590768,2.031453751,0.260530984,1.654564988,-0.52553179,-0.042234082,0.449172463,0.360311794,0.052158658,0.796430957,0.109593197,0.603503266,0.966622876,0.914761643,0.368414415
JUN,0.155013053,0.807885721,1.507476047,-0.287357583,1.581212709,-1.637016035,0.197423437,0.877964052,0.426217218,0.14330123,0.776032517,0.125474539,0.113231649,0.84497494,0.541619388,0.592522538
JUN::JUNB,-0.512862724,0.940119757,1.111125519,-0.244767856,2.222274247,-1.298888276,0.346735386,0.612218114,0.355491483,0.27631134,0.808486882,0.034833585,0.204965952,0.731478015,-0.003803393,0.996993302
JUN::JUNB(var.2),-0.894778382,0.881489319,2.135773271,0.214861407,1.941816537,-0.562648679,-0.146196602,0.378813191,0.385833128,0.041919447,0.83149002,0.062660555,0.578316465,0.884852265,1.075035978,0.291872013
JUN(var.2),-0.49106532,0.949153863,1.06576089,-0.273508254,2.205953162,-1.339017677,0.357913914,0.627348174,0.350961376,0.295969813,0.786543937,0.036081741,0.191729841,0.723190716,-0.059096062,0.953310824
JUNB,-0.46198245,0.941587292,1.093890459,-0.287107442,2.200784601,-1.342999171,0.328823168,0.647794913,0.354752955,0.283666518,0.776221993,0.03648532,0.190453631,0.744826286,-0.02251285,0.982204419
JUNB(var.2),-0.852121637,0.852162181,2.144518322,0.345415745,1.708616583,-0.485561949,-0.051795237,0.40164201,0.401619905,0.041148604,0.732458553,0.098995145,0.631194865,0.959073159,1.117952649,0.273436114
JUND,-0.471583461,0.944671996,1.09783801,-0.298569928,2.220556473,-1.334443829,0.326109545,0.641012776,0.353203935,0.281969623,0.767554052,0.034963094,0.19320411,0.746855692,-0.022227814,0.982429691
JUND(var.2),-0.124350232,0.810439978,1.76087656,-0.152333871,1.722441548,-1.563234877,0.232165747,0.90195915,0.424773434,0.089583124,0.880056266,0.096427469,0.129643683,0.818160032,0.788479502,0.437284924
KLF10,-2.08233905,0.734144146,0.826518591,-0.052595661,2.139871683,0.87731937,0.547203899,0.046915832,0.469188868,0.415754575,0.958441291,0.041556595,0.388053097,0.58873353,-0.043557616,0.965577577
KLF11,-1.923046376,0.68404817,0.812420329,0.087826909,2.095201554,0.716665968,0.448544949,0.065080307,0.499774243,0.42365613,0.930662419,0.04566699,0.479734091,0.657339122,0.001122525,0.999112607
KLF13,-1.898847179,0.298799128,0.87838953,-0.505665076,2.336389845,0.771629476,0.29837449,0.068319754,0.76738104,0.38748259,0.617195318,0.02714159,0.447035161,0.767701589,0.516665019,0.609596401
